     0.00000     3.00000     1.00000
     0.00000     1.00000     1.00000
     0.00000     2.71429     1.00000
     0.00000     2.42857     1.00000
     0.00000     2.14286     1.00000
     0.00000     1.85714     1.00000
     0.00000     1.57143     1.00000
     0.00000     1.28571     1.00000
    16.00000     3.00000     1.00000
    15.70370     3.00000     1.00000
    15.40741     3.00000     1.00000
    15.11111     3.00000     1.00000
    14.81481     3.00000     1.00000
    14.51852     3.00000     1.00000
    14.22222     3.00000     1.00000
    13.92593     3.00000     1.00000
    13.62963     3.00000     1.00000
    13.33333     3.00000     1.00000
    13.03704     3.00000     1.00000
    12.74074     3.00000     1.00000
    12.44444     3.00000     1.00000
    12.14815     3.00000     1.00000
    11.85185     3.00000     1.00000
    11.55556     3.00000     1.00000
    11.25926     3.00000     1.00000
    10.96296     3.00000     1.00000
    10.66667     3.00000     1.00000
    10.37037     3.00000     1.00000
    10.07407     3.00000     1.00000
     9.77778     3.00000     1.00000
     9.48148     3.00000     1.00000
     9.18519     3.00000     1.00000
     8.88889     3.00000     1.00000
     8.59259     3.00000     1.00000
     8.29630     3.00000     1.00000
     8.00000     3.00000     1.00000
     7.70370     3.00000     1.00000
     7.40741     3.00000     1.00000
     7.11111     3.00000     1.00000
     6.81482     3.00000     1.00000
     6.51852     3.00000     1.00000
     6.22222     3.00000     1.00000
     5.92593     3.00000     1.00000
     5.62963     3.00000     1.00000
     5.33333     3.00000     1.00000
     5.03704     3.00000     1.00000
     4.74074     3.00000     1.00000
     4.44444     3.00000     1.00000
     4.14815     3.00000     1.00000
     3.85185     3.00000     1.00000
     3.55556     3.00000     1.00000
     3.25926     3.00000     1.00000
     2.96296     3.00000     1.00000
     2.66667     3.00000     1.00000
     2.37037     3.00000     1.00000
     2.07407     3.00000     1.00000
     1.77778     3.00000     1.00000
     1.48148     3.00000     1.00000
     1.18519     3.00000     1.00000
     0.88889     3.00000     1.00000
     0.59259     3.00000     1.00000
     0.29630     3.00000     1.00000
    16.00000     1.00000     1.00000
    16.00000     1.28571     1.00000
    16.00000     1.57143     1.00000
    16.00000     1.85714     1.00000
    16.00000     2.14286     1.00000
    16.00000     2.42857     1.00000
    16.00000     2.71429     1.00000
     0.29630     1.00000     1.00000
     0.59259     1.00000     1.00000
     0.88889     1.00000     1.00000
     1.18519     1.00000     1.00000
     1.48148     1.00000     1.00000
     1.77778     1.00000     1.00000
     2.07407     1.00000     1.00000
     2.37037     1.00000     1.00000
     2.66667     1.00000     1.00000
     2.96296     1.00000     1.00000
     3.25926     1.00000     1.00000
     3.55556     1.00000     1.00000
     3.85185     1.00000     1.00000
     4.14815     1.00000     1.00000
     4.44444     1.00000     1.00000
     4.74074     1.00000     1.00000
     5.03704     1.00000     1.00000
     5.33333     1.00000     1.00000
     5.62963     1.00000     1.00000
     5.92593     1.00000     1.00000
     6.22222     1.00000     1.00000
