 -0.4454545380  0.5000000000
 -0.3727272750  0.5000000000
 -0.3181818130  0.5000000000
 -0.2454545500  0.5000000000
 -0.1909090880  0.5000000000
 -0.1181818170  0.5000000000
 -0.0636363626  0.5000000000
  0.0090909088  0.5000000000
  0.0636363626  0.5000000000
  0.1181818170  0.5000000000
  0.1909090880  0.5000000000
  0.2454545500  0.5000000000
  0.3181818130  0.5000000000
  0.3727272750  0.5000000000
  0.4454545380  0.5000000000
 -0.5000000000  0.5000000000
  0.5000000000  0.5000000000
 -0.5000000000 -0.4250000120
 -0.5000000000 -0.3750000000
 -0.5000000000 -0.3000000120
 -0.5000000000 -0.2500000000
 -0.5000000000 -0.1749999970
 -0.5000000000 -0.1250000000
 -0.5000000000 -0.0500000007
 -0.5000000000  0.0000000000
 -0.5000000000  0.0750000030
 -0.5000000000  0.1250000000
 -0.5000000000  0.2000000030
 -0.5000000000  0.2500000000
 -0.5000000000  0.3249999880
 -0.5000000000  0.3750000000
 -0.5000000000  0.4499999880
 -0.5000000000 -0.5000000000
  0.4333333370 -0.5000000000
  0.3666666750 -0.5000000000
  0.3222222330 -0.5000000000
  0.2555555700 -0.5000000000
  0.1888888930 -0.5000000000
  0.1222222220 -0.5000000000
  0.0555555560 -0.5000000000
 -0.0111111114 -0.5000000000
 -0.0555555560 -0.5000000000
 -0.1222222220 -0.5000000000
 -0.1888888930 -0.5000000000
 -0.2555555700 -0.5000000000
 -0.3222222330 -0.5000000000
 -0.3666666750 -0.5000000000
 -0.4333333370 -0.5000000000
  0.5000000000 -0.5000000000
  0.5000000000  0.4399999980
  0.5000000000  0.3799999950
  0.5000000000  0.3199999930
  0.5000000000  0.2399999950
  0.5000000000  0.1800000070
  0.5000000000  0.1199999970
  0.5000000000  0.0599999987
  0.5000000000  0.0000000000
  0.5000000000 -0.0599999987
  0.5000000000 -0.1199999970
  0.5000000000 -0.1800000070
  0.5000000000 -0.2599999900
  0.5000000000 -0.3199999930
  0.5000000000 -0.3799999950
  0.5000000000 -0.4399999980
 -0.4453976450 -0.3341891770
  0.4588609640 -0.3595464830
 -0.4570350050 -0.2054614280
  0.4584964220 -0.2394233200
 -0.4564526380 -0.1158845650
  0.4598696530 -0.0994857103
 -0.4620717170  0.1025325360
  0.4588347080  0.0606368631
 -0.4609913830  0.2319389430
  0.4590506550  0.1985654680
 -0.4448716640  0.3155622180
  0.4592766760  0.3196278810
 -0.4624684150  0.4546132680
 -0.4227620660  0.4391974210
