  0.2011913957  0.0051506284
  0.2011216172  0.0088848570
  0.2009286017  0.0136895744
  0.2008421615  0.0152286239
  0.2005639397  0.0191980453
  0.2001800384  0.0234222463
  0.1999398864  0.0256592872
  0.1997293076  0.0274489761
  0.1990540971  0.0324455802
  0.1987448258  0.0344629885
  0.1980721107  0.0384442262
  0.1979024188  0.0393771907
  0.1967588221  0.0451074769
  0.1961002417  0.0480626703
  0.1953952273  0.0510137772
  0.1947903177  0.0533996000
  0.1938527885  0.0568743321
  0.1931770718  0.0592353058
  0.1926618867  0.0609651551
  0.1910344222  0.0660898192
  0.1907611773  0.0669056821
  0.1893537425  0.0709348805
  0.1887772684  0.0725092719
  0.1873441551  0.0762564406
  0.1860448718  0.0794712776
  0.1854039008  0.0810002647
  0.1830111443  0.0864163673
  0.1822656009  0.0880194180
  0.1806098828  0.0914527886
  0.1790515928  0.0945387775
  0.1780798576  0.0963982067
  0.1765295043  0.0992699136
  0.1748011880  0.1023445874
  0.1730887417  0.1052707721
  0.1725164312  0.1062238245
  0.1697126128  0.1107268353
  0.1688630824  0.1120401368
  0.1661213085  0.1161308691
  0.1654856288  0.1170488630
  0.1631169001  0.1203758373
  0.1620727793  0.1217976575
  0.1590421277  0.1257808042
  0.1566498122  0.1287840862
  0.1556293213  0.1300298061
  0.1534418609  0.1326325168
  0.1517931057  0.1345360588
  0.1487265722  0.1379512683
  0.1483042314  0.1384094148
  0.1457024468  0.1411696782
  0.1432251619  0.1437026500
  0.1416239005  0.1452928744
  0.1377333956  0.1490110122
  0.1366457205  0.1500151956
  0.1330450419  0.1532352374
  0.1326098131  0.1536139416
  0.1287324527  0.1568921183
  0.1255956620  0.1594233838
  0.1235478303  0.1610203363
  0.1209862179  0.1629584944
  0.1201646158  0.1635664962
  0.1169322418  0.1658961656
  0.1128597893  0.1686947140
  0.1111508178  0.1698254326
  0.1101283340  0.1704899373
  0.1057601131  0.1732302897
  0.1047338184  0.1738515068
  0.1003955276  0.1763856399
  0.0979160443  0.1777690209
  0.0949333770  0.1793724884
  0.0913023554  0.1812375471
  0.0887351948  0.1825000571
  0.0870583870  0.1833001515
  0.0834454840  0.1849594939
  0.0813867656  0.1858663072
  0.0792799862  0.1867657355
  0.0760483760  0.1880901993
  0.0714710822  0.1898543287
  0.0698790597  0.1904377708
  0.0667968303  0.1915239355
  0.0630679217  0.1927626520
  0.0601420110  0.1936778447
  0.0573022336  0.1945191001
  0.0534624518  0.1955840644
  0.0521389492  0.1959320371
  0.0496189505  0.1965678026
  0.0447149019  0.1977054616
  0.0429099727  0.1980914231
  0.0392221748  0.1988258524
  0.0379177343  0.1990683423
  0.0331301505  0.1998816018
  0.0308376905  0.2002286243
  0.0271400623  0.2007309846
  0.0240394465  0.2010979751
  0.0220218382  0.2013103409
  0.0182222405  0.2016539468
  0.0144972899  0.2019196794
  0.0104353677  0.2021295227
  0.0077904428  0.2022214602
  0.0060113432  0.2022634993
  0.0034884192  0.2022958300
  0.0001033874  0.2022889560
 -0.0036014878  0.2022154170
 -0.0056202374  0.2021462830
