 -0.0097269065  0.2019422646
 -0.0123338450  0.2017685560
 -0.0174827590  0.2013242141
 -0.0195319659  0.2011098128
 -0.0235837016  0.2006225813
 -0.0269230487  0.2001574317
 -0.0298783159  0.1996975102
 -0.0322898512  0.1992883939
 -0.0341403370  0.1989537255
 -0.0387592787  0.1980391534
 -0.0426157022  0.1971879914
 -0.0431272251  0.1970690456
 -0.0464078355  0.1962722226
 -0.0503865799  0.1952261629
 -0.0533330326  0.1943944339
 -0.0568138893  0.1933483129
 -0.0595717419  0.1924699032
 -0.0625961358  0.1914554176
 -0.0644402968  0.1908101896
 -0.0689763347  0.1891357602
 -0.0715761892  0.1881190312
 -0.0746499716  0.1868622026
 -0.0771502909  0.1857952923
 -0.0788748900  0.1850356943
 -0.0820881474  0.1835678801
 -0.0864303718  0.1814731112
 -0.0886349068  0.1803593688
 -0.0909354252  0.1791601517
 -0.0940592726  0.1774698964
 -0.0950771270  0.1769034589
 -0.0989084784  0.1747003383
 -0.1018951126  0.1729030893
 -0.1056195510  0.1705601112
 -0.1060625391  0.1702737195
 -0.1102496449  0.1674830617
 -0.1132575343  0.1653819488
 -0.1141170254  0.1647662502
 -0.1171200290  0.1625599480
 -0.1205663998  0.1599186817
 -0.1231874243  0.1578282957
 -0.1254472948  0.1559668546
 -0.1270137504  0.1546433417
 -0.1286213644  0.1532558968
 -0.1324550055  0.1498231377
 -0.1345634923  0.1478570736
 -0.1361613133  0.1463284844
 -0.1375765352  0.1449457573
 -0.1411411428  0.1413373759
 -0.1427843335  0.1396104670
 -0.1457394507  0.1363974052
 -0.1468505230  0.1351519699
 -0.1494424787  0.1321625586
 -0.1518727897  0.1292467183
 -0.1537314079  0.1269381673
 -0.1544364011  0.1260437909
 -0.1570074936  0.1226900094
 -0.1587369488  0.1203482758
 -0.1599147835  0.1187114264
 -0.1618734430  0.1159095274
 -0.1641216804  0.1125616081
 -0.1653143226  0.1107241690
 -0.1680234637  0.1063775086
 -0.1692313637  0.1043558652
 -0.1711047651  0.1011082755
 -0.1724276322  0.0987263613
 -0.1738987696  0.0959834597
 -0.1744185812  0.0949890241
 -0.1768798410  0.0900837019
 -0.1776043379  0.0885725069
 -0.1793067621  0.0848861242
 -0.1802455113  0.0827646825
 -0.1822096509  0.0780935895
 -0.1833936195  0.0751053533
 -0.1835151981  0.0747903179
 -0.1849956171  0.0708188958
 -0.1863019385  0.0670810280
 -0.1866013620  0.0661891568
 -0.1881199344  0.0614319441
 -0.1891084885  0.0580910812
 -0.1899486483  0.0550677245
 -0.1905409958  0.0528167539
 -0.1910617957  0.0507434262
 -0.1920117664  0.0466911300
 -0.1926907018  0.0435320110
 -0.1933042556  0.0404360528
 -0.1938374826  0.0375097322
 -0.1942603974  0.0349908915
 -0.1948793533  0.0308813138
 -0.1950469272  0.0296562150
 -0.1956783342  0.0243989387
 -0.1960406160  0.0206683195
 -0.1960845016  0.0201599166
 -0.1964010673  0.0158943013
 -0.1966272886  0.0115891281
 -0.1966892653  0.0099378086
 -0.1967737096  0.0065346929
 -0.1967982826  0.0041269658
 -0.1967914599  0.0014563005
 -0.1967183933 -0.0023985225
 -0.1965761514 -0.0061362069
 -0.1963457194 -0.0101386637
 -0.1962100134 -0.0120123139
 -0.1958000543 -0.0166243278
 -0.1956555055 -0.0180119525
 -0.1954073210 -0.0202020648
 -0.1948632357 -0.0243962358
 -0.1943960014 -0.0275384918
 -0.1939409484 -0.0303114373
 -0.1930252462 -0.0352759460
 -0.1927843722 -0.0364755573
 -0.1917720307 -0.0411505530
 -0.1913062419 -0.0431363512
 -0.1905791461 -0.0460680178
 -0.1899220967 -0.0485661770
 -0.1885298479 -0.0534725768
 -0.1882616069 -0.0543660790
 -0.1871469517 -0.0579268915
 -0.1859790234 -0.0614275482
 -0.1854913220 -0.0628284205
 -0.1836475757 -0.0678454775
 -0.1832164374 -0.0689616433
 -0.1813589399 -0.0735577644
 -0.1799899836 -0.0767487992
 -0.1787424941 -0.0795300318
 -0.1773258308 -0.0825573027
 -0.1760864033 -0.0851022554
 -0.1752072909 -0.0868534996
 -0.1733494735 -0.0904197028
 -0.1715073817 -0.0937914306
 -0.1713626226 -0.0940499687
 -0.1696102523 -0.0971103460
 -0.1670322061 -0.1013969951
 -0.1653274786 -0.1041036511
 -0.1634257240 -0.1070137339
 -0.1623183686 -0.1086585046
 -0.1607573807 -0.1109186168
 -0.1592027128 -0.1131051746
 -0.1560479887 -0.1173589178
 -0.1542373892 -0.1196973317
 -0.1528262852 -0.1214711956
 -0.1501942574 -0.1246726169
 -0.1495769009 -0.1254042062
 -0.1464018062 -0.1290574840
 -0.1459281918 -0.1295873175
 -0.1425755698 -0.1332321747
 -0.1413249163 -0.1345462868
 -0.1377922994 -0.1381325156
 -0.1359585513 -0.1399243522
 -0.1342769392 -0.1415276404
 -0.1306976642 -0.1448189090
 -0.1303582019 -0.1451227863
 -0.1280574823 -0.1471459659
 -0.1237151614 -0.1507985804
 -0.1212046301 -0.1528162952
 -0.1202317134 -0.1535804510
 -0.1163404237 -0.1565410720
 -0.1143324335 -0.1580108561
 -0.1134660570 -0.1586332073
 -0.1096246077 -0.1613094088
 -0.1080513784 -0.1623672385
 -0.1042863050 -0.1648120675
 -0.1019535586 -0.1662672038
 -0.0979275811 -0.1686751955
 -0.0968902904 -0.1692749539
 -0.0934370957 -0.1712123099
 -0.0916250014 -0.1721932178
 -0.0894356274 -0.1733462911
 -0.0850760008 -0.1755404318
 -0.0838339170 -0.1761412592
 -0.0803014595 -0.1777925441
 -0.0774653345 -0.1790579854
 -0.0738989061 -0.1805748402
 -0.0711249934 -0.1816985019
 -0.0671219199 -0.1832354438
 -0.0659481365 -0.1836674620
 -0.0609331394 -0.1854199170
 -0.0585032389 -0.1862154800
 -0.0569690962 -0.1867000485
 -0.0539570597 -0.1876119824
 -0.0489249445 -0.1890206708
 -0.0468128581 -0.1895697491
 -0.0443565606 -0.1901773554
 -0.0406944696 -0.1910220648
 -0.0378229542 -0.1916337413
 -0.0357446026 -0.1920489378
 -0.0309795110 -0.1929144756
 -0.0304143876 -0.1930092002
 -0.0270752487 -0.1935348551
 -0.0221070763 -0.1942099147
 -0.0201753867 -0.1944380652
 -0.0165888859 -0.1948110248
 -0.0129240840 -0.1951244503
 -0.0109227934 -0.1952668469
 -0.0072283958 -0.1954765221
 -0.0029451499 -0.1956334758
 -0.0020866971 -0.1956538253
  0.0028629004 -0.1956988968
  0.0056175102 -0.1956706536
  0.0090734521 -0.1955812611
  0.0104787788 -0.1955277199
  0.0150689719 -0.1952834584
  0.0180022900 -0.1950715907
  0.0197751860 -0.1949223832
  0.0236644804 -0.1945390165
  0.0270676408 -0.1941401196
  0.0314971406 -0.1935315979
  0.0342111105 -0.1931084753
  0.0352989471 -0.1929280818
  0.0382201039 -0.1924129339
  0.0413226258 -0.1918164281
  0.0447548931 -0.1910967115
  0.0485280222 -0.1902322060
  0.0520472943 -0.1893557750
  0.0535216483 -0.1889682730
  0.0582721241 -0.1876369458
  0.0603656295 -0.1870096422
  0.0634020749 -0.1860549746
  0.0677794034 -0.1845838530
  0.0682671498 -0.1844128981
  0.0711780708 -0.1833628676
  0.0758783384 -0.1815580613
  0.0773196100 -0.1809770864
  0.0806903852 -0.1795667816
  0.0847977685 -0.1777486372
  0.0880805058 -0.1762147323
  0.0903157209 -0.1751281932
  0.0912169957 -0.1746802654
  0.0948767350 -0.1728023088
  0.0992922429 -0.1704069278
  0.0999193556 -0.1700549189
  0.1034191853 -0.1680349845
  0.1055970575 -0.1667295530
  0.1083194696 -0.1650438700
  0.1122955960 -0.1624708060
  0.1139725292 -0.1613447755
  0.1162274135 -0.1597912302
  0.1197633123 -0.1572611036
  0.1226114775 -0.1551363484
  0.1234563959 -0.1544906425
  0.1278281220 -0.1510326775
  0.1286058983 -0.1503962891
  0.1316283297 -0.1478598752
  0.1335635929 -0.1461811254
  0.1363987324 -0.1436411468
  0.1393579595 -0.1408828511
  0.1414899254 -0.1388243015
  0.1431994262 -0.1371284950
  0.1447004589 -0.1356050741
  0.1467486069 -0.1334724411
  0.1487972765 -0.1312742877
  0.1521251538 -0.1275565958
  0.1542949351 -0.1250282164
  0.1562848318 -0.1226319856
  0.1573217990 -0.1213524283
  0.1586465478 -0.1196856825
  0.1608233238 -0.1168650596
  0.1633607015 -0.1134400047
  0.1657348900 -0.1100902119
  0.1666170958 -0.1088071765
  0.1681183270 -0.1065731504
  0.1698795033 -0.1038661540
  0.1714923535 -0.1012997106
  0.1741143695 -0.0969319806
  0.1744740623 -0.0963124884
  0.1763874952 -0.0929274228
  0.1786403317 -0.0887315694
  0.1797267391 -0.0866180589
  0.1804957862 -0.0850833300
  0.1825989075 -0.0807073483
  0.1838429577 -0.0779824477
  0.1847294486 -0.0759716897
  0.1858314160 -0.0733844409
  0.1874074361 -0.0694956455
  0.1888289306 -0.0657698391
  0.1893933323 -0.0642252303
  0.1900422854 -0.0623983729
  0.1913708095 -0.0584689667
  0.1926481274 -0.0544105810
  0.1933907736 -0.0519004391
  0.1939286267 -0.0500022897
  0.1952329433 -0.0450661370
  0.1959407676 -0.0421479415
  0.1961478573 -0.0412559095
  0.1970791179 -0.0369880853
  0.1976901116 -0.0339104374
  0.1982959145 -0.0305731856
  0.1984996434 -0.0293718594
  0.1991483365 -0.0252018099
  0.1994470251 -0.0230554833
  0.1998915199 -0.0194829617
  0.2004036286 -0.0144854434
  0.2005565703 -0.0126897285
  0.2008992072 -0.0076373419
  0.2009288265 -0.0070852738
  0.2010625251 -0.0040957093
  0.2011853335  0.0008839154
  0.2011952480  0.0019246208
