  0.4723500010 -0.5024999980
  0.4422000050 -0.5024999980
  0.4120500090 -0.5024999980
  0.3819000120 -0.5024999980
  0.3517499860 -0.5024999980
  0.3215999900 -0.5024999980
  0.2914499940 -0.5024999980
  0.2612999980 -0.5024999980
  0.2412000000 -0.5024999980
  0.2110500040 -0.5024999980
  0.1808999930 -0.5024999980
  0.1507499960 -0.5024999980
  0.1206000000 -0.5024999980
  0.0904499963 -0.5024999980
  0.0603000000 -0.5024999980
  0.0301500000 -0.5024999980
  0.0000000000 -0.5024999980
 -0.0301500000 -0.5024999980
 -0.0603000000 -0.5024999980
 -0.0904499963 -0.5024999980
 -0.1206000000 -0.5024999980
 -0.1507499960 -0.5024999980
 -0.1808999930 -0.5024999980
 -0.2110500040 -0.5024999980
 -0.2412000000 -0.5024999980
 -0.2612999980 -0.5024999980
 -0.2914499940 -0.5024999980
 -0.3215999900 -0.5024999980
 -0.3517499860 -0.5024999980
 -0.3819000120 -0.5024999980
 -0.4120500090 -0.5024999980
 -0.4422000050 -0.5024999980
 -0.4723500010 -0.5024999980
  0.5024999980 -0.5024999980
 -0.5024999980 -0.5024999980
  0.5024999980  0.4723500010
  0.5024999980  0.4422000050
  0.5024999980  0.4120500090
  0.5024999980  0.3819000120
  0.5024999980  0.3517499860
  0.5024999980  0.3215999900
  0.5024999980  0.2914499940
  0.5024999980  0.2612999980
  0.5024999980  0.2412000000
  0.5024999980  0.2110500040
  0.5024999980  0.1808999930
  0.5024999980  0.1507499960
  0.5024999980  0.1206000000
  0.5024999980  0.0904499963
  0.5024999980  0.0603000000
  0.5024999980  0.0301500000
  0.5024999980  0.0000000000
  0.5024999980 -0.0301500000
  0.5024999980 -0.0603000000
  0.5024999980 -0.0904499963
  0.5024999980 -0.1206000000
  0.5024999980 -0.1507499960
  0.5024999980 -0.1808999930
  0.5024999980 -0.2110500040
  0.5024999980 -0.2412000000
  0.5024999980 -0.2612999980
  0.5024999980 -0.2914499940
  0.5024999980 -0.3215999900
  0.5024999980 -0.3517499860
  0.5024999980 -0.3819000120
  0.5024999980 -0.4120500090
  0.5024999980 -0.4422000050
  0.5024999980 -0.4723500010
  0.5024999980  0.5024999980
 -0.4723500010  0.5024999980
 -0.4422000050  0.5024999980
 -0.4120500090  0.5024999980
 -0.3819000120  0.5024999980
 -0.3517499860  0.5024999980
 -0.3215999900  0.5024999980
 -0.2914499940  0.5024999980
 -0.2612999980  0.5024999980
 -0.2412000000  0.5024999980
 -0.2110500040  0.5024999980
 -0.1808999930  0.5024999980
 -0.1507499960  0.5024999980
 -0.1206000000  0.5024999980
 -0.0904499963  0.5024999980
 -0.0603000000  0.5024999980
 -0.0301500000  0.5024999980
  0.0000000000  0.5024999980
  0.0301500000  0.5024999980
  0.0603000000  0.5024999980
  0.0904499963  0.5024999980
  0.1206000000  0.5024999980
  0.1507499960  0.5024999980
  0.1808999930  0.5024999980
  0.2110500040  0.5024999980
  0.2412000000  0.5024999980
  0.2612999980  0.5024999980
  0.2914499940  0.5024999980
  0.3215999900  0.5024999980
  0.3517499860  0.5024999980
  0.3819000120  0.5024999980
  0.4120500090  0.5024999980
  0.4422000050  0.5024999980
  0.4723500010  0.5024999980
 -0.5024999980  0.5024999980
 -0.5024999980 -0.4723500010
 -0.5024999980 -0.4422000050
 -0.5024999980 -0.4120500090
 -0.5024999980 -0.3819000120
 -0.5024999980 -0.3517499860
 -0.5024999980 -0.3215999900
 -0.5024999980 -0.2914499940
 -0.5024999980 -0.2612999980
 -0.5024999980 -0.2412000000
 -0.5024999980 -0.2110500040
 -0.5024999980 -0.1808999930
 -0.5024999980 -0.1507499960
 -0.5024999980 -0.1206000000
 -0.5024999980 -0.0904499963
 -0.5024999980 -0.0603000000
 -0.5024999980 -0.0301500000
 -0.5024999980  0.0000000000
 -0.5024999980  0.0301500000
 -0.5024999980  0.0603000000
 -0.5024999980  0.0904499963
 -0.5024999980  0.1206000000
 -0.5024999980  0.1507499960
 -0.5024999980  0.1808999930
 -0.5024999980  0.2110500040
 -0.5024999980  0.2412000000
 -0.5024999980  0.2612999980
 -0.5024999980  0.2914499940
 -0.5024999980  0.3215999900
 -0.5024999980  0.3517499860
 -0.5024999980  0.3819000120
 -0.5024999980  0.4120500090
 -0.5024999980  0.4422000050
 -0.5024999980  0.4723500010
 -0.4830504950 -0.4207135140
  0.4845214190 -0.4407787620
 -0.4831209780 -0.3715711530
  0.4817066490 -0.3833947180
 -0.4837118980 -0.2715701460
  0.4845726790 -0.3004221020
 -0.4830748440 -0.2232264880
  0.4821012020 -0.2406223270
 -0.4827718140 -0.1234239860
  0.4836587010 -0.1499522630
 -0.4826263490 -0.0541957170
  0.4830536840 -0.0875581056
 -0.4824368060  0.0860961750
  0.4842817490  0.0500010476
 -0.4824335280  0.1299287530
  0.4829468730  0.1203717220
 -0.4826116560  0.2375285030
  0.4844678640  0.2019538430
 -0.4828544560  0.2776626050
  0.4823931460  0.2623528240
 -0.4830545780  0.3811817470
  0.4829596280  0.3521220090
 -0.4836362300  0.4400068220
  0.4829705060  0.4213189180
  0.4798575340 -0.4806607070
  0.4592497350 -0.4825791120
  0.4396415950 -0.4838792680
  0.4203354120 -0.4840919670
  0.4011205730 -0.4836561680
  0.3718274830 -0.4829382600
  0.3520458040 -0.4827136700
